RPT_PERIOD,R_S_NAME,PROD_NAME,PORT_CITY,PORT_STATE,GCTRY_CODE,CNTRY_NAME,QUANTITY,SULFUR
May-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,700,0.10
May-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,280,"CHINA, PEOPLES REP",741,0.04
May-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,390,0.56
May-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,291,"CONGO (KINSHASA)",485,0.12
May-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,"1,000",0.16
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,257,CAMEROON,429,0.36
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,440,3.90
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",470,0.19
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",438,0.34
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",472,0.30
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",471,0.27
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",290,0.29
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",194,0.43
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",194,0.43
Jun-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,291,3.49
Jun-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",21,0.00
Jun-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",17,0.00
Jun-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,232,BRUNEI,670,0.01
Jun-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,395,0.62
Jun-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,"1,495",3.40
Jun-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",522,0.13
Jun-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,496,1.71
Jun-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,280,"CHINA, PEOPLES REP",850,0.04
Jun-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,388,0.56
Jun-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,388,GABON,145,0.11
Jun-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,388,GABON,400,0.03
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,204,3.01
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,150,3.35
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,520,3.36
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,410,0.18
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",438,0.28
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",266,0.28
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",472,0.28
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",474,0.27
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,922,EGYPT,448,1.40
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,249,3.24
Jul-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",200,0.28
Jul-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",17,0.00
Jul-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,"1,269",3.60
Jul-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,"1,382",0.14
Jul-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,280,"CHINA, PEOPLES REP","1,334",0.04
Jul-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,377,0.46
Jul-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,458,INDONESIA,195,0.02
Jul-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,458,INDONESIA,676,0.06
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,509,3.35
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,445,3.35
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",509,0.28
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",479,0.28
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",496,0.28
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",468,0.28
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",474,0.28
Aug-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,226,3.01
Aug-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",14,0.00
Aug-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",21,0.00
Aug-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",18,0.00
Aug-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,125,ALGERIA,501,0.01
Aug-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,460,IRAN,"1,050",1.50
Aug-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,823,2.40
Aug-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,601,0.22
Aug-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",374,1.95
Aug-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,776,0.10
Aug-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,280,"CHINA, PEOPLES REP",725,0.10
Aug-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,134,0.46
Aug-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,388,GABON,722,0.95
Aug-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,900,0.20
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,290,"CONGO (BRAZZAVILLE)",700,0.27
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,437,3.35
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,436,3.35
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",468,0.27
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",178,0.28
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",474,0.28
Sep-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",467,0.28
Sep-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",17,0.00
Sep-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,523,2.00
Sep-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,"1,557",3.60
Sep-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,"1,485",0.11
Sep-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",786,1.95
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,257,CAMEROON,769,0.29
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,257,CAMEROON,60,0.29
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,280,"CHINA, PEOPLES REP",760,0.10
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,365,0.56
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,351,0.46
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,388,0.56
Sep-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",598,0.26
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,314,2.45
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,501,2.73
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,448,2.73
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,439,3.35
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,454,3.35
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",440,0.28
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",478,0.32
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",435,0.32
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",471,0.28
Oct-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,226,3.01
Oct-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,"1,021",2.40
Oct-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,"1,577",3.60
Oct-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,280,0.14
Oct-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",684,2.00
Oct-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,735,0.15
Oct-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,474,0.46
Oct-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,915,0.18
Oct-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,581,0.18
Oct-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,888,OMAN,398,0.97
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,252,2.45
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,328,2.45
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,302,2.45
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,445,3.35
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,447,3.35
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",465,0.28
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",471,0.28
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",471,0.28
Nov-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,235,3.01
Nov-86,"BP CHEM AMER INC","NORMAL BUTANE/NGL","GALVESTON, TX",TEXAS,925,"UNITED KINGDOM",19,0.00
Nov-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,349,0.70
Nov-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,458,INDONESIA,502,0.06
Nov-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,502,3.60
Nov-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",878,2.00
Nov-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,500,1.70
Nov-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,499,0.46
Nov-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,887,0.20
Nov-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,741,0.08
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,283,2.45
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",473,0.28
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,245,3.01
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,302,2.45
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,400,2.73
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,541,2.73
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,451,3.35
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,434,3.35
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,452,3.35
Dec-86,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",434,0.28
Dec-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,388,GABON,547,1.20
Dec-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,465,IRAQ,386,2.00
Dec-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,"1,508",3.60
Dec-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,353,1.40
Dec-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,220,0.20
Dec-86,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA","1,692",1.90
Dec-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,160,AUSTRALIA,672,0.09
Dec-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,349,0.46
Dec-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,398,0.46
Dec-86,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,912,0.16
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,465,2.73
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,438,3.35
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,410,3.35
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",444,0.28
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",475,0.28
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",471,0.28
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,235,3.01
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,460,2.73
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,415,2.73
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,437,3.35
Jan-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,442,3.35
Jan-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,125,ALGERIA,458,0.01
Jan-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,474,1.4
Jan-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1586,3.6
Jan-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,570,0.14
Jan-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",544,2
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,160,AUSTRALIA,247,0.09
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,257,CAMEROON,767,0.35
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,397,0.46
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,418,0.46
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,363,0.46
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,401,0.46
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,458,INDONESIA,443,0.12
Jan-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,343,0.13
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,260,CANADA,387,2.45
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,456,2.73
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,437,3.35
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,435,3.35
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,414,3.35
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",469,0.28
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",227,0.28
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",470,0.28
Feb-87,"AMOCO SUPPLY","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,208,3.01
Feb-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,491,3.6
Feb-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",946,2
Feb-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,420,0.46
Feb-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,488,0.46
Feb-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,458,INDONESIA,566,0.07
Feb-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,891,0.16
Mar-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,520,KUWAIT,1089,2.73
Mar-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,448,3.35
Mar-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,449,3.35
Mar-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,443,3.35
Mar-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",432,0.28
Mar-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",469,0.28
Mar-87,"CHEVRON CORP","RESIDUAL FUEL, > 1.00% SULFUR","GALVESTON, TX",TEXAS,595,MEXICO,56,3.72
Mar-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,994,3.6
Mar-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",854,2
Mar-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,145,ANGOLA,502,0.1
Mar-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,458,INDONESIA,622,0.17
Mar-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,889,0.15
Apr-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,445,3.35
Apr-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,446,3.35
Apr-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,785,"SAUDI ARABIA",247,3.28
Apr-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",473,0.28
Apr-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",504,0.28
Apr-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",475,0.28
Apr-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,436,2.3
Apr-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,1507,3.6
Apr-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,623,0.12
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,150,ARGENTINA,346,0.16
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,419,0.53
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,285,COLOMBIA,421,0.46
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,506,0.14
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,408,0.09
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,496,0.14
Apr-87,"TEXAS CITY REFG INC","CRUDE OIL","GALVESTON, TX",TEXAS,670,NIGERIA,451,0.22
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,415,GUATEMALA,220,3.01
May-87,"AMOCO OIL CO","MOTOR GAS BLENDING COMPONENTS","GALVESTON, TX",TEXAS,458,INDONESIA,274,0
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,447,3.35
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,444,3.35
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,443,3.35
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,441,3.35
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",264,0.28
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",183,0.28
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",474,0.28
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,887,"TRINIDAD & TOBAGO",44,0.28
May-87,"AMOCO OIL CO","CRUDE OIL","GALVESTON, TX",TEXAS,940,VENEZUELA,224,3.01
May-87,"HCI CHEM (USA) INC","MOTOR GAS BLENDING COMPONENTS","GALVESTON, TX",TEXAS,220,BRAZIL,3,0
May-87,"LYONDELL PETROCHEM CO","CRUDE OIL","GALVESTON, TX",TEXAS,595,MEXICO,929,3.6
